gw_timestamp,time_stamp,err_flag,wind_velocity,wind_direction,temperature,humidity,air_pressure,illuminance,rain_level,ultra_violet_a,ultra_violet_b,acceleration_x,acceleration_y,acceleration_z,inclination_xz,inclination_yz,max_wind_velocity,direct_max_wind_velocity,max_inst_wind_velocity,direct_max_inst_wind_velocity
2022-12-01 17:56:22 +07,2022-12-01 17:56:22 +07,32,0.382,64.5,30,70,1006,262,0,0.01,0,0,0,1,4,7.6,0.633,74,0.644,73
2022-12-01 18:06:22 +07,2022-12-01 18:06:21 +07,32,0.47,71.199997,30,71,1006,28,0,0.01,0,0,0,1,4,7.6,0.641,63,0.891,60
2022-12-01 18:16:22 +07,2022-12-01 18:16:21 +07,32,0.531,72.599998,30,72,1007,0,0,0.01,0,0,0,1,4,7.6,0.629,67,1.003,51
2022-12-01 18:26:22 +07,2022-12-01 18:26:21 +07,32,0.513,70.099998,30,72,1007,0,0,0.01,0,0,0,1,4,7.6,0.638,58,1.188,42
2022-12-01 18:36:22 +07,2022-12-01 18:36:22 +07,32,0.436,60,30,73,1007,0,0,0.01,0,0,0,1,4,7.6,0.671,21,2.141,311
2022-12-01 18:46:22 +07,2022-12-01 18:46:21 +07,32,0.864,358.299988,30,77,1007,0,0,0.01,0,0,0,1,4,7.6,1.272,333,2.416,329
2022-12-01 18:56:22 +07,2022-12-01 18:56:22 +07,32,0.597,50.900002,29,78,1007,0,0,0.01,0,0,0,1,4,7.6,0.942,348,1.737,328
2022-12-01 19:06:22 +07,2022-12-01 19:06:22 +07,32,0.571,52.400002,29,79,1007,0,0,0.01,0,0,0,1,4,7.6,0.636,36,0.834,7
2022-12-01 19:16:22 +07,2022-12-01 19:16:21 +07,32,0.605,38.099998,29,80,1007,0,0,0.01,0,0,0,1,4,7.6,0.826,22,1.872,338
2022-12-01 19:26:22 +07,2022-12-01 19:26:22 +07,32,0.58,41.900002,29,81,1008,0,0,0.01,0,0,0,1,4,7.6,0.762,17,1.201,353
2022-12-01 19:36:22 +07,2022-12-01 19:36:21 +07,32,0.594,48,29,81,1008,0,0,0.01,0,0,0,1,3.9,7.6,0.67,41,1.206,350
2022-12-01 19:46:22 +07,2022-12-01 19:46:22 +07,32,0.588,55.900002,29,81,1008,0,0,0.01,0,0,0,1,4,7.6,0.64,46,0.714,40
2022-12-01 19:56:22 +07,2022-12-01 19:56:21 +07,32,0.645,66.300003,29,81,1008,0,0,0.01,0,0,0,1,4,7.6,0.737,65,0.851,62
2022-12-01 20:06:22 +07,2022-12-01 20:06:21 +07,32,0.593,56,29,81,1008,0,0,0.01,0,0,0,1,4,7.6,0.671,39,0.886,7
2022-12-01 20:16:22 +07,2022-12-01 20:16:22 +07,32,0.803,43.299999,29,81,1008,0,0,0.01,0,0,0,1,4,7.6,1.165,5,2.058,329
2022-12-01 20:26:22 +07,2022-12-01 20:26:22 +07,32,0.627,47.5,29,81,1008,0,0,0.01,0,0,0,1,4,7.6,0.761,53,1.472,337
2022-12-01 20:36:22 +07,2022-12-01 20:36:22 +07,32,0.699,60.599998,28,81,1008,0,0,0.01,0,0,0,1,4,7.6,0.892,53,1.512,26
2022-12-01 20:46:22 +07,2022-12-01 20:46:22 +07,32,0.672,63.900002,28,81,1008,0,0,0.01,0,0,0,1,4,7.6,0.883,42,1.628,34
2022-12-01 20:56:22 +07,2022-12-01 20:56:22 +07,32,0.66,68.099998,28,81,1009,0,0,0.01,0,0,0,1,4,7.6,0.727,65,0.887,37
2022-12-01 21:06:22 +07,2022-12-01 21:06:22 +07,32,0.702,70.300003,28,81,1009,0,0,0.01,0,0,0,1,4,7.6,0.914,66,1.048,70
2022-12-01 21:16:22 +07,2022-12-01 21:16:21 +07,32,0.709,67.900002,28,81,1009,0,0,0.01,0,0,0,1,4,7.6,0.845,66,0.95,57
2022-12-01 21:26:22 +07,2022-12-01 21:26:22 +07,32,0.766,65,28,82,1009,0,0,0.01,0,0,0,1,4,7.6,0.873,58,1.196,51
2022-12-01 21:36:22 +07,2022-12-01 21:36:22 +07,32,0.822,63.200001,28,82,1009,0,0,0.01,0,0,0,1,4,7.6,1.032,54,1.281,25
2022-12-01 21:46:22 +07,2022-12-01 21:46:22 +07,32,0.761,59.299999,28,82,1009,0,0,0.01,0,0,0,1,4,7.6,0.966,35,1.48,40
2022-12-01 21:56:22 +07,2022-12-01 21:56:21 +07,32,0.779,50.799999,28,82,1009,0,0,0.01,0,0,0,1,3.9,7.6,1.057,8,1.812,337
2022-12-01 22:06:22 +07,2022-12-01 22:06:21 +07,32,0.776,52.599998,28,81,1009,0,0,0.01,0,0,0,1,3.9,7.6,1.296,0,2.263,343
2022-12-01 22:16:22 +07,2022-12-01 22:16:22 +07,32,0.758,68,28,81,1010,0,0,0.01,0,0,0,1,4,7.6,1.055,57,1.426,46
2022-12-01 22:26:22 +07,2022-12-01 22:26:21 +07,32,0.783,54.200001,29,80,1010,0,0,0.01,0,0,0,1,4,7.6,1.319,45,2.524,41
2022-12-01 22:36:22 +07,2022-12-01 22:36:22 +07,32,0.818,35.799999,28,80,1009,0,0,0.01,0,0,0,1,4,7.6,1.378,332,2.665,311
2022-12-01 22:46:22 +07,2022-12-01 22:46:22 +07,32,1.019,6.4,28,82,1009,0,0,0.01,0,0,0,1,4,7.6,1.555,342,2.517,338
2022-12-01 22:56:22 +07,2022-12-01 22:56:21 +07,32,0.831,38.700001,28,85,1009,0,0,0.01,0,0,0,1,4,7.6,1.354,31,2.472,22
2022-12-01 23:06:22 +07,2022-12-01 23:06:21 +07,32,0.963,25.6,28,85,1009,0,0,0.01,0,0,0,1,3.9,7.6,1.447,360,2.714,342
2022-12-01 23:16:22 +07,2022-12-01 23:16:21 +07,32,0.93,28.299999,28,86,1009,0,0,0.01,0,0,0,1,4,7.6,1.38,3,2.259,50
2022-12-01 23:26:22 +07,2022-12-01 23:26:22 +07,32,0.87,34.799999,28,86,1009,0,0,0.01,0,0,0,1,3.9,7.6,1.464,351,2.696,342
2022-12-01 23:36:22 +07,2022-12-01 23:36:22 +07,32,1.004,63.799999,28,86,1009,0,0,0.01,0,0,0,1,4,7.6,1.287,47,1.907,39
2022-12-01 23:46:22 +07,2022-12-01 23:46:22 +07,32,1.198,57.5,28,86,1009,0,0,0.01,0,0,0,1,4,7.6,1.63,46,2.927,338
